x1, y1, z1, x2, y2, z2, Metrology_Out
0, 0.006, 0, 0.014, 0.006, 0, 8.77866900971794e-05
0, 0.006, 0.001, 0.014, 0.006, 0.001, 0.007807326435697
0, 0.006, 0.002, 0.014, 0.006, 0.002, 0.00761117807038885
0, 0.006, 0.003, 0.014, 0.006, 0.003, 0.00739995126044923
0, 0.006, 0.004, 0.014, 0.006, 0.004, 0.00732697164404401
0, 0.006, 0.005, 0.014, 0.006, 0.005, 0.00732123582058801
0, 0.006, 0.006, 0.014, 0.006, 0.006, 0.00735633645017052
0, 0.006, 0.007, 0.014, 0.006, 0.007, 0.0073668331677593
0, 0.006, 0.008, 0.014, 0.006, 0.008, 0.00753786217203167
0, 0.006, 0.009000000000000001, 0.014, 0.006, 0.009000000000000001, 0.00757741444152093
0, 0.006, 0.010000000000000002, 0.014, 0.006, 0.010000000000000002, 0.000154235369445731
0, 0.006, 0.011000000000000003, 0.014, 0.006, 0.011000000000000003, 0
0, 0.006, 0.012000000000000004, 0.014, 0.006, 0.012000000000000004, 0
0, 0.006, 0.013000000000000005, 0.014, 0.006, 0.013000000000000005, 0
0, 0.006, 0.014000000000000005, 0.014, 0.006, 0.014000000000000005, 0
0, 0.006, 0.015000000000000006, 0.014, 0.006, 0.015000000000000006, 4.9863852124922e-05
0, 0.006, 0.016000000000000007, 0.014, 0.006, 0.016000000000000007, 0.00760645153852571
0, 0.006, 0.017000000000000008, 0.014, 0.006, 0.017000000000000008, 0.00730508371005011
0, 0.006, 0.01800000000000001, 0.014, 0.006, 0.01800000000000001, 0.00719999992959686
0, 0.006, 0.01900000000000001, 0.014, 0.006, 0.01900000000000001, 0.0072237932355659
0, 0.006, 0.02000000000000001, 0.014, 0.006, 0.02000000000000001, 0.00725674221721426
0, 0.006, 0.02100000000000001, 0.014, 0.006, 0.02100000000000001, 0.00731034444276864
0, 0.006, 0.022000000000000013, 0.014, 0.006, 0.022000000000000013, 0.0073293135164748
0, 0.006, 0.023000000000000013, 0.014, 0.006, 0.023000000000000013, 0.00749999992666339
0, 0.006, 0.024000000000000014, 0.014, 0.006, 0.024000000000000014, 0.00757274799690732
0, 0.006, 0.025000000000000015, 0.014, 0.006, 0.025000000000000015, 8.2745690207212e-05
0, 0.006, 0.026000000000000016, 0.014, 0.006, 0.026000000000000016, 0
0, 0.006, 0.027000000000000017, 0.014, 0.006, 0.027000000000000017, 0
0, 0.006, 0.028000000000000018, 0.014, 0.006, 0.028000000000000018, 0
0, 0.006, 0.02900000000000002, 0.014, 0.006, 0.02900000000000002, 0
0, 0.006, 0.03000000000000002, 0.014, 0.006, 0.03000000000000002, 1.75087632791095e-05
0, 0.006, 0.03100000000000002, 0.014, 0.006, 0.03100000000000002, 0.00727894729724594
0, 0.006, 0.03200000000000002, 0.014, 0.006, 0.03200000000000002, 0.00699537102296358
0, 0.006, 0.03300000000000002, 0.014, 0.006, 0.03300000000000002, 0.00694073668786071
0, 0.006, 0.03400000000000002, 0.014, 0.006, 0.03400000000000002, 0.00696283469693294
