x1, y1, z1, x2, y2, z2, Metrology_Out
0, 0.006, 0, 0.014, 0.006, 0, 7.09399618722331e-05
0, 0.006, 0.001, 0.014, 0.006, 0.001, 0.0114936154195344
0, 0.006, 0.002, 0.014, 0.006, 0.002, 0.0113999998885284
0, 0.006, 0.003, 0.014, 0.006, 0.003, 0.0113999998885284
0, 0.006, 0.004, 0.014, 0.006, 0.004, 0.0113288196588453
0, 0.006, 0.005, 0.014, 0.006, 0.005, 0.0113290071452536
0, 0.006, 0.006, 0.014, 0.006, 0.006, 0.0112289655511304
0, 0.006, 0.007, 0.014, 0.006, 0.007, 0.0112436599168458
0, 0.006, 0.008, 0.014, 0.006, 0.008, 0.0113245708788747
0, 0.006, 0.009000000000000001, 0.014, 0.006, 0.009000000000000001, 0.0114500401986603
0, 0.006, 0.010000000000000002, 0.014, 0.006, 0.010000000000000002, 0.000138964723607633
0, 0.006, 0.011000000000000003, 0.014, 0.006, 0.011000000000000003, 0
0, 0.006, 0.012000000000000004, 0.014, 0.006, 0.012000000000000004, 0
0, 0.006, 0.013000000000000005, 0.014, 0.006, 0.013000000000000005, 0
0, 0.006, 0.014000000000000005, 0.014, 0.006, 0.014000000000000005, 0
0, 0.006, 0.015000000000000006, 0.014, 0.006, 0.015000000000000006, 7.84281753736453e-05
0, 0.006, 0.016000000000000007, 0.014, 0.006, 0.016000000000000007, 0.0113999998885284
0, 0.006, 0.017000000000000008, 0.014, 0.006, 0.017000000000000008, 0.0112125104314431
0, 0.006, 0.01800000000000001, 0.014, 0.006, 0.01800000000000001, 0.0112141231095975
0, 0.006, 0.01900000000000001, 0.014, 0.006, 0.01900000000000001, 0.0112238733237213
0, 0.006, 0.02000000000000001, 0.014, 0.006, 0.02000000000000001, 0.0112390847388634
0, 0.006, 0.02100000000000001, 0.014, 0.006, 0.02100000000000001, 0.0112366268966566
0, 0.006, 0.022000000000000013, 0.014, 0.006, 0.022000000000000013, 0.0112485824498329
