x1, y1, z1, x2, y2, z2, Metrology_Out
0, 0.006, 0, 0.014, 0.006, 0, 2.81338018408193e-05
0, 0.006, 0.001, 0.014, 0.006, 0.001, 0.00905221676319676
0, 0.006, 0.002, 0.014, 0.006, 0.002, 0.00880712702007175
0, 0.006, 0.003, 0.014, 0.006, 0.003, 0.00878884839166276
0, 0.006, 0.004, 0.014, 0.006, 0.004, 0.00869999991492953
0, 0.006, 0.005, 0.014, 0.006, 0.005, 0.00875868234712645
0, 0.006, 0.006, 0.014, 0.006, 0.006, 0.00876657892685128
0, 0.006, 0.007, 0.014, 0.006, 0.007, 0.00882135729210649
0, 0.006, 0.008, 0.014, 0.006, 0.008, 0.00875426369391992
0, 0.006, 0.009000000000000001, 0.014, 0.006, 0.009000000000000001, 0.00889207388408449
0, 0.006, 0.010000000000000002, 0.014, 0.006, 0.010000000000000002, 0.000178499139808152
0, 0.006, 0.011000000000000003, 0.014, 0.006, 0.011000000000000003, 0
0, 0.006, 0.012000000000000004, 0.014, 0.006, 0.012000000000000004, 0
0, 0.006, 0.013000000000000005, 0.014, 0.006, 0.013000000000000005, 0
0, 0.006, 0.014000000000000005, 0.014, 0.006, 0.014000000000000005, 0
0, 0.006, 0.015000000000000006, 0.014, 0.006, 0.015000000000000006, 6.7899655631839e-05
0, 0.006, 0.016000000000000007, 0.014, 0.006, 0.016000000000000007, 0.00878631905070506
0, 0.006, 0.017000000000000008, 0.014, 0.006, 0.017000000000000008, 0.00861472616116665
0, 0.006, 0.01800000000000001, 0.014, 0.006, 0.01800000000000001, 0.00852239352177924
0, 0.006, 0.01900000000000001, 0.014, 0.006, 0.01900000000000001, 0.00856257239552138
0, 0.006, 0.02000000000000001, 0.014, 0.006, 0.02000000000000001, 0.00860235238008342
0, 0.006, 0.02100000000000001, 0.014, 0.006, 0.02100000000000001, 0.00857077895366867
0, 0.006, 0.022000000000000013, 0.014, 0.006, 0.022000000000000013, 0.00851635114865793
0, 0.006, 0.023000000000000013, 0.014, 0.006, 0.023000000000000013, 0.00859960960681579
0, 0.006, 0.024000000000000014, 0.014, 0.006, 0.024000000000000014, 0.00881109766391091
0, 0.006, 0.025000000000000015, 0.014, 0.006, 0.025000000000000015, 0.000149502937783104
0, 0.006, 0.026000000000000016, 0.014, 0.006, 0.026000000000000016, 0
0, 0.006, 0.027000000000000017, 0.014, 0.006, 0.027000000000000017, 0
0, 0.006, 0.028000000000000018, 0.014, 0.006, 0.028000000000000018, 0
0, 0.006, 0.02900000000000002, 0.014, 0.006, 0.02900000000000002, 0
0, 0.006, 0.03000000000000002, 0.014, 0.006, 0.03000000000000002, 3.60014919396592e-05
0, 0.006, 0.03100000000000002, 0.014, 0.006, 0.03100000000000002, 0.00851122431181212
0, 0.006, 0.03200000000000002, 0.014, 0.006, 0.03200000000000002, 0.008399999917863
0, 0.006, 0.03300000000000002, 0.014, 0.006, 0.03300000000000002, 0.008399999917863
0, 0.006, 0.03400000000000002, 0.014, 0.006, 0.03400000000000002, 0.00843028719154007
0, 0.006, 0.035000000000000024, 0.014, 0.006, 0.035000000000000024, 0.00825392220294082
0, 0.006, 0.036000000000000025, 0.014, 0.006, 0.036000000000000025, 0.008399999917863
0, 0.006, 0.037000000000000026, 0.014, 0.006, 0.037000000000000026, 0.00840182903086474
0, 0.006, 0.03800000000000003, 0.014, 0.006, 0.03800000000000003, 0.0085179398746861
0, 0.006, 0.03900000000000003, 0.014, 0.006, 0.03900000000000003, 0.00877212113058107
0, 0.007, 0, 0.014, 0.007, 0, 0.00897046424915698
0, 0.007, 0.001, 0.014, 0.007, 0.001, 0.00879069758846128
0, 0.007, 0.002, 0.014, 0.007, 0.002, 0.00856257624002093
0, 0.007, 0.003, 0.014, 0.007, 0.003, 0.00859331884326074
0, 0.007, 0.004, 0.014, 0.007, 0.004, 0.00853919502193539
0, 0.007, 0.005, 0.014, 0.007, 0.005, 0.00851215583405319
0, 0.007, 0.006, 0.014, 0.007, 0.006, 0.008399999917863
0, 0.007, 0.007, 0.014, 0.007, 0.007, 0.0086128888837722
0, 0.007, 0.008, 0.014, 0.007, 0.008, 0.00850842124248643
0, 0.007, 0.009000000000000001, 0.014, 0.007, 0.009000000000000001, 0.00867316257221443
0, 0.007, 0.010000000000000002, 0.014, 0.007, 0.010000000000000002, 0.00879667356341208
0, 0.007, 0.011000000000000003, 0.014, 0.007, 0.011000000000000003, 0
0, 0.007, 0.012000000000000004, 0.014, 0.007, 0.012000000000000004, 0
0, 0.007, 0.013000000000000005, 0.014, 0.007, 0.013000000000000005, 0
0, 0.007, 0.014000000000000005, 0.014, 0.007, 0.014000000000000005, 0
0, 0.007, 0.015000000000000006, 0.014, 0.007, 0.015000000000000006, 0.00870853312142816
0, 0.007, 0.016000000000000007, 0.014, 0.007, 0.016000000000000007, 0.00865354915144293
0, 0.007, 0.017000000000000008, 0.014, 0.007, 0.017000000000000008, 0.00846239097784367
0, 0.007, 0.01800000000000001, 0.014, 0.007, 0.01800000000000001, 0.00841466702004156
0, 0.007, 0.01900000000000001, 0.014, 0.007, 0.01900000000000001, 0.008399999917863
0, 0.007, 0.02000000000000001, 0.014, 0.007, 0.02000000000000001, 0.008399999917863
0, 0.007, 0.02100000000000001, 0.014, 0.007, 0.02100000000000001, 0.00840791865095769
0, 0.007, 0.022000000000000013, 0.014, 0.007, 0.022000000000000013, 0.0084086799713922
0, 0.007, 0.023000000000000013, 0.014, 0.007, 0.023000000000000013, 0.00848108099815125
0, 0.007, 0.024000000000000014, 0.014, 0.007, 0.024000000000000014, 0.00869999991492953
0, 0.007, 0.025000000000000015, 0.014, 0.007, 0.025000000000000015, 0.000362784962644958
0, 0.007, 0.026000000000000016, 0.014, 0.007, 0.026000000000000016, 0
0, 0.007, 0.027000000000000017, 0.014, 0.007, 0.027000000000000017, 0
0, 0.007, 0.028000000000000018, 0.014, 0.007, 0.028000000000000018, 0
0, 0.007, 0.02900000000000002, 0.014, 0.007, 0.02900000000000002, 0
0, 0.007, 0.03000000000000002, 0.014, 0.007, 0.03000000000000002, 0.00840737490181684
0, 0.007, 0.03100000000000002, 0.014, 0.007, 0.03100000000000002, 0.00830181631672841
0, 0.007, 0.03200000000000002, 0.014, 0.007, 0.03200000000000002, 0.00820692336581017
0, 0.007, 0.03300000000000002, 0.014, 0.007, 0.03300000000000002, 0.00821326576188825
0, 0.007, 0.03400000000000002, 0.014, 0.007, 0.03400000000000002, 0.00811168043355757
0, 0.007, 0.035000000000000024, 0.014, 0.007, 0.035000000000000024, 0.00816937660186314
0, 0.007, 0.036000000000000025, 0.014, 0.007, 0.036000000000000025, 0.00817771296551444
0, 0.007, 0.037000000000000026, 0.014, 0.007, 0.037000000000000026, 0.00816953756122455
0, 0.007, 0.03800000000000003, 0.014, 0.007, 0.03800000000000003, 0.00829286626813085
0, 0.007, 0.03900000000000003, 0.014, 0.007, 0.03900000000000003, 0.00847999991708074
0, 0.008, 0, 0.014, 0.008, 0, 0.00878502183958901
0, 0.008, 0.001, 0.014, 0.008, 0.001, 0.00869999991492953
0, 0.008, 0.002, 0.014, 0.008, 0.002, 0.00852363715479892
0, 0.008, 0.003, 0.014, 0.008, 0.003, 0.00843633971905757
0, 0.008, 0.004, 0.014, 0.008, 0.004, 0.00842881761817588
0, 0.008, 0.005, 0.014, 0.008, 0.005, 0.00840036422638431
0, 0.008, 0.006, 0.014, 0.008, 0.006, 0.00840543993837102
0, 0.008, 0.007, 0.014, 0.008, 0.007, 0.00846913520906139
0, 0.008, 0.008, 0.014, 0.008, 0.008, 0.00846904066566489
